path,country,kind,departure_state,has_departures_section,has_waitlist_section,book_cta_is_anchor,booking_links,has_price,price_min,word_count,has_product_schema,title_len,meta_desc_len
/jul-og-nytaar/julerejser,jul-og-nytaar,editorial-thin,n/a — no departures section,0,0,0,0,1,13995,177,1,66,168
/musik-og-underholdning/operarejser,musik-og-underholdning,editorial-thin,n/a — no departures section,0,0,0,0,1,10495,372,1,57,154
/spanien/tenerife,spanien,editorial-city,n/a — no departures section,0,0,0,0,0,,2398,1,62,186
/spanien/ronda,spanien,editorial-city,n/a — no departures section,0,0,0,0,0,,1928,0,54,155
/ungarn/budapest,ungarn,editorial-city,n/a — no departures section,0,0,0,0,0,,2089,1,64,146
/england/rundrejser-england,england,editorial-thin,n/a — no departures section,0,0,0,0,0,,232,1,63,157
/frankrig/rouen,frankrig,editorial-city,n/a — no departures section,0,0,0,0,1,16995,2042,1,55,174
/frankrig/cannes,frankrig,editorial-city,n/a — no departures section,0,0,0,0,1,13495,2001,1,58,178
/madrejser/gastronomirejser,madrejser,editorial-city,n/a — no departures section,0,0,0,0,1,11995,513,1,60,157
/italien/amalfi,italien,editorial-city,n/a — no departures section,0,0,0,0,1,8995,2520,1,60,188
/vinrejser/portvinsrejser,vinrejser,editorial-city,n/a — no departures section,0,0,0,0,1,10995,830,1,63,175
/spanien/san-sebastian,spanien,editorial-city,n/a — no departures section,0,0,0,0,1,15995,1980,1,73,169
/portugal/portugal-rundrejser,portugal,editorial-thin,n/a — no departures section,0,0,0,0,1,10995,428,1,52,170
/spanien/malaga,spanien,editorial-city,n/a — no departures section,0,0,0,0,1,12995,2284,1,62,175
/italien/amalfi/amalfi-kulturrejser,italien,editorial-city,n/a — no departures section,0,0,0,0,1,8995,518,1,60,152
/england/oxford,england,editorial-city,n/a — no departures section,0,0,0,0,0,,2106,1,61,178
/italien/apulien/apulien-kulturrejser,italien,editorial-thin,n/a — no departures section,0,0,0,0,1,13995,191,1,57,156
/portugal/portugal-kulturrejser,portugal,editorial-city,n/a — no departures section,0,0,0,0,1,7695,1328,1,62,183
/portugal/madeira/madeira-langtidsferie,portugal,editorial-thin,n/a — no departures section,0,0,0,0,0,,134,0,53,162
/europa/kulturrejser,europa,editorial-city,n/a — no departures section,0,0,0,0,1,7495,4873,1,59,168
