url,path,country,booking_links,empty_departures_rendered,empty_label_present,btn_inquiry_rendered,btn_waitlist_rendered,has_price,price_min,word_count,has_product_schema
https://smilrejser.dk/bosnien/sarajevo,/bosnien/sarajevo,bosnien,0,0,0,1,0,0,,2229,1
https://smilrejser.dk/litauen/vilnius,/litauen/vilnius,litauen,0,0,0,1,0,0,,1721,1
https://smilrejser.dk/letland/riga,/letland/riga,letland,0,0,0,1,0,0,,1891,1
https://smilrejser.dk/portugal/madeira,/portugal/madeira,portugal,0,0,0,1,0,1,10995,2528,1
https://smilrejser.dk/naturrejser/blomsterrejser,/naturrejser/blomsterrejser,naturrejser,0,0,0,1,0,1,10995,847,1
https://smilrejser.dk/england/bath,/england/bath,england,0,0,0,1,0,0,,1877,1
https://smilrejser.dk/england/cornwall,/england/cornwall,england,0,0,0,0,0,0,,1841,0
https://smilrejser.dk/portugal/portugal-langtidsferie,/portugal/portugal-langtidsferie,portugal,0,0,0,0,0,0,,130,0
https://smilrejser.dk/kroatien/trogir,/kroatien/trogir,kroatien,0,0,0,1,0,0,,2022,1
https://smilrejser.dk/italien/ischia,/italien/ischia,italien,0,0,0,0,0,0,,2259,0
https://smilrejser.dk/tyrkiet/istanbul,/tyrkiet/istanbul,tyrkiet,0,0,0,1,0,0,,2357,1
https://smilrejser.dk/italien/rom,/italien/rom,italien,0,0,0,0,0,1,11995,2187,1
https://smilrejser.dk/graekenland/athen,/graekenland/athen,graekenland,0,0,0,1,0,1,13795,2080,1
https://smilrejser.dk/graekenland/peloponnes,/graekenland/peloponnes,graekenland,0,0,0,1,0,1,15095,2208,1
https://smilrejser.dk/italien/napoli,/italien/napoli,italien,0,0,0,1,0,1,11995,2343,1
https://smilrejser.dk/italien/syditalien,/italien/syditalien,italien,0,0,0,1,0,1,8995,2625,1
https://smilrejser.dk/italien/gardasoeen,/italien/gardasoeen,italien,0,0,0,1,0,1,9995,2457,1
https://smilrejser.dk/italien/norditalien,/italien/norditalien,italien,0,0,0,1,0,1,9995,2337,1
https://smilrejser.dk/italien/verona,/italien/verona,italien,0,0,0,1,0,1,10495,1992,1
https://smilrejser.dk/italien/venedig,/italien/venedig,italien,0,0,0,0,0,1,9995,2240,1
https://smilrejser.dk/italien/sicilien,/italien/sicilien,italien,0,0,0,1,0,1,15495,2410,1
https://smilrejser.dk/italien/ravello,/italien/ravello,italien,0,0,0,1,0,1,10995,2247,1
https://smilrejser.dk/frankrig/normandiet,/frankrig/normandiet,frankrig,0,0,0,1,0,1,16995,2062,1
https://smilrejser.dk/frankrig/provence,/frankrig/provence,frankrig,0,0,0,1,0,1,17995,1986,1
https://smilrejser.dk/frankrig/saint-tropez,/frankrig/saint-tropez,frankrig,0,0,0,1,0,1,13495,1943,1
https://smilrejser.dk/frankrig/seinen,/frankrig/seinen,frankrig,0,0,0,1,0,1,7995,2037,1
https://smilrejser.dk/italien/sorrento,/italien/sorrento,italien,0,0,0,0,0,0,,2102,0
https://smilrejser.dk/frankrig/strasbourg,/frankrig/strasbourg,frankrig,0,0,0,1,0,0,,1767,1
https://smilrejser.dk/italien/stresa,/italien/stresa,italien,0,0,0,1,0,1,11995,2275,1
https://smilrejser.dk/italien/toscana,/italien/toscana,italien,0,0,0,1,0,1,9995,2019,1
https://smilrejser.dk/italien/umbrien,/italien/umbrien,italien,0,0,0,0,0,0,,2036,0
https://smilrejser.dk/irland/kilkenny,/irland/kilkenny,irland,0,0,0,0,0,1,15995,1858,1
https://smilrejser.dk/italien/lago-maggiore,/italien/lago-maggiore,italien,0,0,0,1,0,1,20495,2513,1
https://smilrejser.dk/italien/pompeji,/italien/pompeji,italien,0,0,0,0,0,1,10995,2191,1
https://smilrejser.dk/italien/piemonte,/italien/piemonte,italien,0,0,0,0,0,1,11995,2083,1
